,name,latitude,longitude,price,hostStart,propType
20360,Poipu Rental on Award-Winning Golf Course Central A/C Ground Floor *Pili Mai 11M*,21.88275,-159.45711,368.00,2016-09-27,Condominium
20361,Luxury camping at Whittington beach,19.11253,-155.75643,98.00,2015-05-08,Camper/RV
20362,Partial Ocean View Kaanapali Alii 163,20.91721,-156.69565,516.00,2018-12-18,Condominium
20363,Beautiful surroundings await you!,20.70671,-156.44596,200.00,2015-11-14,Condominium
20364,Waikiki Vacation One Bedroom #P8,21.28664,-157.83192,115.00,2016-10-31,Apartment
20365,Colony One at Sea Mt Punalu`u #50,19.13354,-155.51227,114.00,2016-12-12,Apartment
20366,WESTIN KĀ‘ANAPALI OCEAN RESORT VILLAS - 1 Bedroom,20.93667,-156.69198,500.00,2018-12-19,Resort
20367,Private bdrm + bath w/ private entrance in Kailua,21.39807,-157.75054,105.00,2015-12-10,Guest suite
20368,NEW! Kiahuna Resort Premier Condo - Walk to Beach!,21.8763,-159.46087,275.00,2017-09-20,Condominium
20369,Ala Moana top floor room- ocean/Mountain View.,21.2909,-157.83976,65.00,2016-01-27,Hotel
20370,Waikiki Vacation One Bedroom #P10,21.287010000000002,-157.83306000000002,115.00,2016-10-31,Apartment
20371,Studio Ocean Front Condo in North Kaanapali - Sleeps 2 - Mahana Resort #1103,20.94633,-156.6906,289.00,2017-02-28,Condominium
20372,2 Bedroom Ocean View condo on Kaanapali Beach,20.918229999999998,-156.69541,995.00,2018-12-18,Condominium
20373,Mountain View - Condominium 483 (Kaanapali Alii 483),20.91725,-156.69588000000002,431.00,2018-12-18,Condominium
20374,"Romantic, Private, Direct Oceanfront",20.758860000000002,-156.4579,199.00,2011-09-24,Condominium
20375,Kaanapali Alii 272 / 2BR + 2BA / Oceanview,20.94603,-156.69085,995.00,2015-07-20,Condominium
20376,Heart of Waikiki With Partial Ocean View!  RBW71,21.27926,-157.83181000000002,317.00,2016-04-29,Condominium
20377,Charming Garden Condo -Waikiki Int'l Market -LEGAL,21.2789,-157.82678,139.00,2019-04-25,Condominium
20378,"Poipu Privacy+Style! Kitchen, Lanai, WiFi, 55: Flat Screen w/Streaming Capabilities–Kiahuna 2183",21.87529,-159.45871,559.00,2016-12-21,Condominium
20379,EuroPanda,21.98399,-159.36854,140.00,2013-06-25,Camper/RV
20380,Beatuful Princeville Garden Condo w/ Ton Amenities,22.22569,-159.48147,174.00,2017-02-09,Condominium
20381,House of Taylor with beautiful sunset views!,19.58707,-155.95323,205.00,2015-12-31,House
20382,"NEW! Koa Resort #4B 2b/1ba, Across from the ocean",20.76466,-156.44588000000002,175.00,2009-04-15,Condominium
20383,Pineapple Bungalow-Newly Renovated,21.33693,-157.7008,243.00,2015-01-30,House
20384,ILIKAI 19th FL OCEAN VIEW Fireworks - GREAT VALUE!,21.28514,-157.83872,185.00,2018-08-27,Condominium
20385,Celebrate End of Summer on Beautiful Maui!,20.878770000000003,-156.68173000000002,599.00,2018-07-22,Resort
20386,LEHUA OCEAN VIEW CABIN (GLAMPING OFF GRID),19.10594,-155.77728000000002,48.00,2015-05-07,Tiny house
20387,2 bedroom apartment Westin Nanea Maui Hawaii,20.94205,-156.69103,"1,095.00",2014-04-02,Condominium
20388,20th Flr Ocean & Marina Views at The Ilikai #2029,21.28474,-157.83747,178.00,2016-04-29,Condominium
20389,"Gorgeous Oceanfront Home, North Shore of Maui",20.920720000000003,-156.37665,"1,200.00",2018-10-05,House
20390,Velzyland Beach - Private & Clean Bedroom,21.68094,-158.03115,60.00,2013-10-31,House
20391,"Aloha, The Bus! - North Shore School Bus/Tiny Home",21.68084,-158.02944,100.00,2013-10-31,Camper/RV
20392,The Boathouse - Cottage on the Water,21.41121,-157.77168999999998,150.00,2016-10-10,Apartment
20393,Napili Shores Studio D125 - Discounted Fall rates - a great accommodations at a great value!,20.99173,-156.66696000000002,215.00,2017-06-22,Condominium
20394,Life’s a Beach Mauka Retreat,21.48075,-158.20318,155.00,2018-04-03,Townhouse
20395,Welcome to our Ohana ~Oceanfront 207~ Lahaina Maui,20.958679999999998,-156.6835,175.00,2018-06-15,Condominium
20396,Waikiki Corner Studio Paradise Views Legal Rental,21.28795,-157.83245,92.00,2015-08-10,Condominium
20397,"Kauai Bliss w/Kitchen, AC, Ceiling Fans, Lanai, WiFi, Flat Screen, DVD–Kaha Lani 125",22.03588,-159.33712,453.00,2017-02-28,Condominium
20398,Church Sponsored Hostel Rm (1) near Waikiki,21.29644,-157.84097,55.00,2019-04-26,Apartment
20399,Epic Kona Coastline Ocean View - 3 Bedrooms,19.628510000000002,-155.98588999999998,220.00,2014-04-05,Apartment
20400,New Listing! Kona Coast Haven: Ocean Views & Pool,19.68921,-155.97799999999998,493.00,2017-10-12,House
20401,Breathtaking Oceanfront Gem in Kihei,20.704829999999998,-156.44641000000001,589.00,2014-06-03,Condominium
20402,"Stylish Upgrades! Gourmet Kitchen, Lanai, Flat Screen, WiFi, Den–Kauai Kailani K118",22.06267,-159.32078,314.00,2017-04-17,Condominium
20403,"Surf’s Up! Super View+Kitchen Perks, Lanai, WiFi, Comfy Den–Kauai Kailani K205",22.0622,-159.31839,366.00,2017-04-17,Condominium
20404,Newly Remodeled Ocean View Condo on Sugar Beach,20.785339999999998,-156.46635,184.00,2010-11-03,Condominium
20405,"Beautiful 1br in Kailua Kona, steps from the ocean",19.60745,-155.97632,100.00,2015-02-14,Condominium
20406,"Kona Isle E3, Ocean Front, Ground Floor, AC",19.61538,-155.98382,245.00,2014-07-20,Condominium
20407,"Kona Isle C6, Ground Floor, Upgraded",19.61655,-155.98235,187.00,2014-07-20,Condominium
20408,Sweeter than a suite,21.27972,-157.74877,98.00,2012-03-15,Guest suite
20409,"Top floor, King bed, close to Ala Moana Center",21.28541,-157.8382,299.00,2018-06-15,Hotel
20410,Westin Nanea 2 Bedroom Villa in Maui - 4 Nights,20.94268,-156.68998,600.00,2016-07-26,Condominium
20411,"Breezy Kona condo next to the beach w/shared pool, hot tub & ocean views!",19.62104,-155.98457,119.00,2017-01-16,Condominium
20412,"Volkswagen Westfalia Full Camper ""PUEO""",22.22392,-159.486,140.00,2019-04-24,Camper/RV
20413,Hale Komodo-Oahu's Luxury North Shore Rental,21.61276,-158.09464,"10,000.00",2013-12-08,House
20414,Papakea  L405,20.95036,-156.68721000000002,599.00,2015-08-17,Condominium
20415,Ocean Views!  Immaculate Condo  Sleeps 4,20.73046,-156.45158999999998,543.00,2014-06-03,Condominium
20416,Panoramic Oceanfront Views - Banyan Tree 204,19.60558,-155.97523,239.00,2018-07-27,Condominium
20417,"【30日~】waikiki Landmark/2bd room/21F,贅沢な暮らしのひと時を",21.28815,-157.83316000000002,280.00,2019-04-19,Condominium
20418,【good access】Ocean View/1bd with parking,21.281470000000002,-157.82777,125.00,2019-04-19,Condominium
20419,Westin Nanea 2 Bedroom Villas in Maui - 5 Nights,20.879360000000002,-156.68169,600.00,2016-07-26,Condominium
20420,Waikiki Brand New 2200 sq ft 5 bedrooms,21.27521,-157.80868999999998,680.00,2016-10-29,Guest suite
20421,Perfect Hawaiian Romantic Holiday Getaway,22.21819,-159.48536000000001,189.00,2011-04-22,Cottage
20422,A  quiet oasis of paradise in Paradise!,19.09682,-155.75148000000002,110.00,2012-10-22,House
20423,Oceanview Condo: beach-front with a pool/hot tub,20.94766,-156.69113000000002,600.00,2019-04-27,Condominium
20424,Spectacular Kihei Condo Sleeps 4,20.723879999999998,-156.44735,300.00,2019-04-27,Condominium
20425,Waikiki Beach Home Plate Studio - Clean Convenient,21.27967,-157.82761000000002,371.00,2018-12-25,Apartment
20426,LIKE HAVING A FAMILY HOME ON MAUI  ... COME CHILL,20.76316,-156.45468,527.00,2013-12-23,House
20427,Bamboo Studio-ONE block to the beach,21.58128,-158.13888,118.00,2019-04-27,Apartment
20428,"New Listing!  Ocean View Designer Condo, AC, WiFi",20.71179,-156.44322,179.00,2015-09-01,Condominium
20429,Secluded Garden Suite with Parking A/C Laundry HBO,21.41104,-157.80452,95.00,2019-04-27,Guest suite
20430,Island Adventures Camper Rentals on Kauai,22.218970000000002,-159.4722,150.00,2015-06-06,Camper/RV
20431,Lovely Ocean View Condo Across Charley Young Beach,20.725070000000002,-156.44584,495.00,2014-06-03,Condominium
20432,Perfect Family w/ Kids Resort 100 Steps to Beach!,20.712410000000002,-156.44512,582.00,2014-06-03,Condominium
20433,Waikiki's Finest - Studio by the Sea,21.26309,-157.82023999999998,125.00,2019-04-21,Condominium
20434,Gorgeous Hawaii Westin Villa - Kaua’i Princeville,22.01306,-159.70529,910.00,2017-04-12,Condominium
20435,"*Low Fall Rates 180 deg views, 2b/2ba unit",20.95981,-156.68362,389.00,2015-09-22,Condominium
20436,"GREAT LOCATION, 3 BR/2.5BD Private House",20.87738,-156.67688,475.00,2019-04-28,House
20437,**WAIKOLOA PRIVATE STUDIO - PANORAMIC OCEAN VIEWS,19.9511,-155.78818,70.00,2017-09-09,House
20438,Very Special Waikiki Holiday,21.28006,-157.82542,190.00,2014-10-02,Condominium
20439,Luxury ocean view  5 minutes to beaches & town AC,19.60684,-155.95796,299.00,2014-04-22,House
20440,Sierra Hideaway with Ocean View,21.29329,-157.78941,135.00,2014-03-12,Guest suite
20441,Kana'I A Nalu Condo     Holiday dates still Avail.,20.79599,-156.50497,185.00,2017-01-18,Condominium
20442,Westin Nanea Ocean Villas Resort 2BR Nov 27-Dec 4!,20.94217,-156.69132,750.00,2014-10-08,Resort
20443,Regency Combo (Unit 111 & 311) - Pool/AC/Lanai/Tub,21.8742,-159.44708,649.00,2011-03-24,Condominium
20444,Haiku Jungle Immersion,20.89498,-156.30938999999998,89.00,2016-04-03,Guesthouse
20445,Lava Arch Kahua (Campsite),20.78784,-156.02759,79.00,2016-04-03,Campsite
20446,Avocado Acre,19.5755,-154.94545,130.00,2017-03-04,House
20447,Ka'anapali Beach Club- 1 bedroom scenic view,20.94831,-156.68967,169.00,2015-04-14,Resort
20448,Ka'anapali Beach Club- 1 bedroom scenic view,20.94801,-156.69106000000002,169.00,2015-04-14,Resort
20449,Wyndham Bali Hai / 1B,22.22393,-159.48062,448.00,2016-01-18,Condominium
20450,Explore Paradise,22.147679999999998,-159.3139,125.00,2018-12-28,Camper/RV
20451,Waikoloa Beach Villa L32,19.91531,-155.87922,189.00,2018-06-01,Apartment
20452,Wyndham Bali Hai / 2B,22.22325,-159.48193999999998,546.00,2016-01-18,Condominium
20453,Wyndham Bali Hai / 2B Presidential,22.2229,-159.48068999999998,630.00,2016-01-18,Condominium
20454,海の風と鳥のさえずり Ocean Breeze (min. 30 days) pls msg me:,21.28913,-157.82676999999998,79.00,2015-09-06,Condominium
20455,2 bedroom 1 bath Diamond Head condo,21.26672,-157.81598,110.00,2013-12-16,Condominium
20456,Wyndham Bali Hai / 3B Presidential,22.22446,-159.48016,840.00,2016-01-18,Condominium
20457,"Gorgeous, Updated Maui Condo w/Amazing Ocean Views",20.69021,-156.43632,365.00,2014-11-11,Condominium
20458,Waikiki Brand New 1 bedroom with full kitchen,21.2742,-157.80844,180.00,2016-10-29,Guest suite
20459,KS 942-Oceanfront Penthouse-Resort Living on Maui,20.94999,-156.68831,168.00,2014-05-21,Condominium
20460,"Ground floor unit w/ golf and ocean views, three pools and tennis on site!",19.5829,-155.96806,164.00,2017-01-16,Condominium
20461,Open-concept home w/ tall ceilings & large lanai - walk to beach/golf course!,22.21943,-159.47384,349.00,2013-12-10,House
20462,Waikiki beach New remodeled studio,21.27661,-157.82396,99.00,2019-04-25,Apartment
20463,The Whale Tale Hale! #perfectforironman,20.063029999999998,-155.85015,"1,127.00",2018-07-12,House
20464,Kahala Grand Splendor,21.2605,-157.78932,"9,400.00",2013-12-08,House
20465,Family Maui Retreat - Lahaina,20.85916,-156.66672,649.00,2013-06-17,Condominium
20466,Hanalei Tropical Suite,22.22384,-159.49086,175.00,2016-02-24,Condominium
20467,Custom Luxury Camping Rig,22.091279999999998,-159.34183000000002,160.00,2019-04-30,Camper/RV
20468,"Ground Floor w/ Kitchen & Lanai For Dining Ease, WiFi, TV+DVD–Kiahuna 2135",21.87735,-159.45865,514.00,2016-12-21,Condominium
20469,Mauka at The Hippie And The Rasta Farm,19.4987,-155.90146000000001,35.00,2018-11-01,House
20470,Makai at The Hippie And The Rasta Farm,19.49854,-155.9033,35.00,2018-11-01,House
20471,New Listing! Tropical Oasis w/ Pool & Private Lanai,19.5559,-155.96116,126.00,2017-10-12,Townhouse
20472,New Listing! Renovated Beach Condo w/ Pool,20.96005,-156.68353000000002,119.00,2017-10-12,Condominium
20473,Waikiki Beach HUB  Full Kitchen  Parking AC  View,21.28071,-157.82703999999998,309.00,2018-12-25,Apartment
20474,"Home of Aloha, 5 Bedrooms / 4 Bath, Sleeps 14",21.28707,-157.72353999999999,600.00,2019-04-30,Guesthouse
20475,The City Life,21.28933,-157.82451,600.00,2019-04-30,Apartment
20476,Lahaina Home Near Front Street Shops & Restaurants,20.880020000000002,-156.67209,699.00,2013-06-17,House
20477,Beautiful Ocean View Condo at Maui Vista!,20.72617,-156.44592,225.00,2014-06-09,Condominium
20478,"Last Minute Sale, Turtle Cove Cabana",20.99186,-156.66795,295.00,2018-01-02,House
20479,Mana Kai · MANA KAI 8th FLR 2BDRM 2BTH BEACHFRONT W/ELEVATOR,20.70606,-156.44547,499.00,2016-02-16,Condominium
20480,Sophie's Treehouse@Dee's Farm/Off Grid/Ocean View,19.204279999999997,-155.88676999999998,35.00,2018-02-11,Tiny house
20481,2304 Waikoloa Colony Villas,19.92321,-155.8758,205.00,2015-08-18,Townhouse
20482,"Fully remodeled home w/ ocean view, WiFi, and wraparound lanai.",19.7203,-156.00384,281.00,2017-01-16,House
20483,Niulani Lanikai - Kauai Beach House | Kapa'a Vacation Rental - Niulani Lanikai - Kauai Beach House,22.06494,-159.3187,661.00,2011-06-08,House
20484,"Luxury Beachfront on Hanalei, Modern outdoor spaces with A/C. - Hanalei Beachfront",22.203879999999998,-159.50133,"2,644.00",2011-06-08,House
20485,Villas of Kamalii #43 - Villas of Kamalii 43,22.218429999999998,-159.48202,298.00,2011-06-08,Condominium
20486,**SPACIOUS CORNER 1b/2b** Family Friendly**,20.70982,-156.44384,165.00,2016-11-19,Condominium
20487,Family house near Hanalei with ocean views and bikes! - Mauna Pua - A Four Bedroom Vacation Rental Home,22.22684,-159.47495,562.00,2011-06-08,House
20488,"Hawaiiana home with pool, ocean and lush valley views! - Kumulani",22.213,-159.43223,926.00,2011-06-08,House
20489,"OCEAN VIEW,POOL,HOT TUB,LDRY,TN, BALCONY & NO TAX!",20.76294,-156.45795,139.00,2019-04-30,Condominium
20490,Waikiki beach new remodeled 1 bedroom,21.276670000000003,-157.82352,159.00,2019-04-25,Condominium
20491,Resort w/3 Pools &1 min to famous Beach Remodeled!,20.726760000000002,-156.4476,161.00,2010-11-03,Condominium
20492,PoipuKapili 22:Ocean Views *Deluxe Furnishings *AC,21.87755,-159.46421,316.00,2014-01-19,Condominium
20493,Minutes from Maui’s best beach SPECTACULAR Condo,20.70986,-156.44177,250.00,2019-05-01,Condominium
20494,"Poipu Beach, Ocean View, A/C, deck, WIFI,no fees n",21.871170000000003,-159.44871,199.00,2016-10-07,Serviced apartment
20495,Orchidland the Heart of Puna.,19.54317,-154.99523,78.00,2017-08-21,Guesthouse
20496,Church Sponsored Hostel Rm (2) near Waikiki,21.29765,-157.84011,55.00,2019-04-26,Apartment
20497,Church Sponsored Hostel Rm (5) near Waikiki,21.29671,-157.84102,55.00,2019-04-26,Apartment
20498,Church Sponsored Hostel Rm (7) near Waikiki,21.29789,-157.8389,55.00,2019-04-26,Apartment
20499,Camping in a van,21.32635,-157.88468999999998,80.00,2014-08-15,Camper/RV
20500,Beautiful Waikiki Banyan | Parking Included,21.27533,-157.82031,267.00,2018-04-29,Condominium
20501,Heavenly Hawaiian Luxury,21.286379999999998,-157.83176,304.00,2018-04-29,Condominium
20502,Wonderful Stay in Waikiki,21.28732,-157.83314,295.00,2018-04-29,Condominium
20503,Relaxing Stay in Waikiki Studio,21.286620000000003,-157.83184,312.00,2018-04-29,Condominium
20504,Spacious Waikiki Studio in the Hawaiian Monarch,21.28643,-157.83178999999998,284.00,2018-04-29,Condominium
20505,Newly Renovated Studio in the Heart of Waikiki,21.28605,-157.83215,304.00,2018-04-29,Condominium
20506,Cute & Cozy Hawaiian Dream,21.287979999999997,-157.83293999999998,271.00,2018-04-29,Condominium
20507,Super Cozy Waikiki Studio,21.28589,-157.83313,263.00,2018-04-29,Condominium
20508,Perfect Stay in Paradise,21.28604,-157.83215,266.00,2018-04-29,Condominium
20509,Poolside Paradise in Waikiki,21.28771,-157.83276,284.00,2018-04-29,House
20510,Conveniently Located Studio,21.288220000000003,-157.83373,263.00,2018-04-29,House
20511,Conveniently Located Studio,21.27467,-157.82216,259.00,2018-04-29,House
20512,Luxurious Stay in Waikiki,21.2839,-157.83113,292.00,2018-04-29,Condominium
20513,By the Beach at Beach Walk,21.279410000000002,-157.83003,258.00,2018-04-29,Condominium
20514,"Spectacular View at Hanalei Bay Resort 9101,2,3",22.21818,-159.49448,795.00,2019-03-22,Villa
20515,"50 yds. from beach!  2 BR/2 BA condo,  (sleeps 6)",20.9693,-156.67955,280.00,2019-05-01,Townhouse
20516,"Kamaole Sands #10-216 Best Location! Ocean View, Single Level 2B",20.71132,-156.44576999999998,240.00,2015-12-10,Condominium
20517,Ocean view room in Waikiki w/ a shared pool & hot tub - walk everywhere!,21.285629999999998,-157.8354,130.00,2017-01-16,Apartment
20518,Waikiki Corporate/ long term stay 2BD  1.5 bath,21.2863,-157.83253,110.00,2016-12-18,Condominium
20519,"*QUALITY,CONVENIENCE& COMFORT*WAIKIKI*FREE PARKING",21.28572,-157.83527,129.00,2015-02-13,Aparthotel
20520,"Cliffs at Princeville , A hidden gem",22.22767,-159.48076,170.00,2019-02-06,Condominium
20521,"The Whaler, Kaanapali Beach-Oceanview Luxury Condo",20.92384,-156.69534,"1,132.00",2014-06-03,Condominium
20522,✨ﾜｲｷｷﾋﾞｰﾁ✨高級ｺﾝﾄﾞﾐﾆｱﾑ2BR+LDKｷｯﾁﾝ洗濯乾燥機付,21.28266,-157.83682,204.00,2017-08-12,Condominium
20523,*Legal short term rental*,21.27899,-157.82546000000002,99.00,2018-09-15,Condominium
20524,ENCHANTED BAMBOO FOREST,21.27269,-157.82199,115.00,2019-05-02,Condominium
20525,Panoramic Ocean View 1 bedrm Waikiki walk to beach,21.28596,-157.84024,199.00,2019-05-02,Condominium
20526,"Princeville Ocean Resort Villas, 1 Studio, Kauai",22.22212,-159.46954,270.00,2013-02-07,Resort
20527,✪  Relax in Kona hale ✪ POOL/AC/Great Location,19.71886,-155.99098,255.00,2017-07-10,Guest suite
20528,Westin Princeville Kauai Resort studio villa,22.223470000000002,-159.46941,350.00,2012-07-11,Condominium
20529,"""BALIHAI GETAWAY"" @ HIDEAWAYS BEACH PKK 125",22.2251,-159.49087,179.00,2010-11-05,Condominium
20530,KAI’S PLACE 3 bedroom family home  Big Island HI,19.52812,-154.99261,105.00,2018-04-30,House
20531,Montage Residence 2-204,21.001170000000002,-156.66495,"1,125.00",2018-01-24,Apartment
20532,"Ocean view 1 bedrm, free parking, walk to beach",21.2787,-157.82403,175.00,2019-05-02,Condominium
20533,Montage Residence 2-206,21.00093,-156.66477,"1,125.00",2018-01-24,Apartment
20534,Downtown/Ocean & Mountain Views Clean Room,21.31315,-157.8588,65.00,2019-02-23,Apartment
20535,Downtown/Ocean Views Private Master BR,21.31423,-157.85947,54.00,2017-09-16,Apartment
20536,Direct Oceanfront Best in cozy 12 unit complex A/C,19.6134,-155.98173,155.00,2019-05-02,Condominium
20537,Spacious & Elegant 2 bedroom Golf/Garden View#A301,20.9229,-156.68968999999998,295.00,2016-07-20,Condominium
20538,Lae Nani 531,22.05188,-159.33121,356.00,2015-05-27,Resort
20539,Steps from Ocean☆Updated 1 Bdr with NO RESORT FEES,22.05711,-159.32651,126.00,2011-06-15,Condominium
20540,Beach Hale Kauhale Makai,20.73603,-156.45366,175.00,2014-07-18,Condominium
20541,OCEANFRONT Maui Kai 806 RENOVATED Condo,20.9467,-156.69214,349.00,2019-05-02,Condominium
20542,6th Floor View from Across the Street from Kamaole Beach Park II - Kihei Akahi D604,20.716279999999998,-156.44428,158.00,2011-06-08,Condominium
20543,Papai Lanai - A Short Walk to the Ocean Near Pahoa - Papai Lanai,19.556520000000003,-154.88796000000002,164.00,2011-06-08,House
20544,Maluhia Kahakai - Mauna Loa Shores #111 - Maluhia Kahakai,19.73256,-155.02646000000001,145.00,2011-06-08,Condominium
20545,Beachfront Kolea 16E in Waikoloa Resort. No Resort Fees. Located on A-Bay. - Kolea Circle #16E,19.9201,-155.88688,304.00,2011-06-08,Condominium
20546,Big Island Sanctuary - in Leilani Estates Near Fissure 8 - Sleeps 2 - Big Island Sanctuary,19.476029999999998,-154.90943000000001,125.00,2011-06-08,House
20547,Stunning Views of the Big Blue Pacific Ocean! - Hale Ki'i Maka Manu,19.61359,-155.03761,263.00,2011-06-08,House
20548,Welcome to Hale Iolani Ohana in Sunny Hawaiian Paradise Park! - Hale Iolani Ohana,19.57072,-154.97023000000002,145.00,2011-06-08,House
20549,Hale Hokua O Nalu - Incredible Home Near the Ocean - NUC 19-503 - Hale Hokua O Nalu,19.55969,-154.88913,145.00,2011-06-08,House
20550,"Gorgeous Home on Private, Beautifully Landscaped Acre - 2 Bed, 2 Bath - King's Fish House Upstairs",19.59904,-154.94529,231.00,2011-06-08,House
20551,"Waikiki Banyan Renovated 3(Q)beds w/Parking, Wi-Fi",21.27586,-157.82151000000002,169.00,2019-05-02,Condominium
20552,Hale O'hia Lehua - Near Hawaii Volcanoes National Park! - Hale O'hia Lehua,19.4283,-155.21346,164.00,2011-06-08,House
20553,Hale Ola Aina - In Sunny Hawaiian Paradise Park - Hale Ola Aina,19.5965,-154.9952,145.00,2011-06-08,House
20554,Welcome to Big Island Bali Hideaway! A/C in Every Room! - Big Island Bali Hideaway,19.58015,-154.97328000000002,164.00,2011-06-08,House
20555,"Ferns & Frogs Forest Hale - 3 Bedroom, 2 Bath Home Near Volcano, HI! - Ferns & Frogs Forest Hale",19.44961,-155.18055,164.00,2011-06-08,House
20556,2BR/2BA spacious Ilikai Luxury Suites Waikiki,21.283739999999998,-157.84008,295.00,2017-09-05,Condominium
20557,Beach Studio -Private Apt.-50 yards to Beach,22.08166,-159.31398000000002,165.00,2016-10-28,Apartment
20558,Rainforest at the urban edge,21.320999999999998,-157.7975,70.00,2015-10-09,House
20559,"Blue Kehena, WALK to Kehena Black Sand Beach (clothing optional)",19.39346,-154.93278,184.00,2016-12-14,House
20560,"***Rates Reduced *** 2BR 2BA condo Kona Plaza 112, Free A/C, walk to beach",19.63877,-155.99451000000002,218.00,2016-12-14,Condominium
20561,Palm Villas (H23) at Mauna Lani - Ask About Our Longer Stay Discounts in October,19.9407,-155.86518999999998,654.00,2016-12-14,Condominium
20562,1 minute walk to the beach and snorkeling cove =),21.46048,-158.20954,400.00,2015-03-10,House
20563,Oceanfront Condo in Sunny Poipu Beach,21.88189,-159.47374,350.00,2016-04-26,Condominium
20564,Luxury 5 star Marriott Kauai Beach Club.,21.961489999999998,-159.35029,275.00,2019-05-03,Resort
20565,KMN 410-Remodeled 1Bd-Contemporary Meets Tropical,20.96995,-156.67783,148.00,2014-05-21,Condominium
20566,Legal stay- 702A   AQUA BLUE GEM in Waikiki!!,21.27024,-157.81722,94.00,2015-08-30,Condominium
20567,NEW! Lush Kailua-Kona House w/ Infinity Pool+Lanai,19.580370000000002,-155.95646000000002,230.00,2017-03-20,Apartment
20568,Oceanview Cottage away from heat! w/ County Permit,20.74885,-156.30681,199.00,2017-11-21,Cottage
20569,Maui Resort Rentals: Honua Kai Hokulani 505,20.94647,-156.69088,"1,367.00",2015-07-20,Condominium
20570,Luxurious Amenities Plus Dual Master Suites!!,19.94471,-155.8547,400.00,2019-05-03,Condominium
20571,"Gold Coast studio on oceanfront property w/ lanai, views of Diamond Head!",21.26047,-157.81947,165.00,2017-01-16,Apartment
20572,"VIBRANT WAIKIKI VACATION PAD  AC, Pool, Balcony",21.27725,-157.82381999999998,205.00,2018-12-25,Apartment
20573,Maui Resort Rentals: Honua Kai Konea 710,20.93352,-156.68274,681.00,2015-07-20,Condominium
20574,"299/NIGHT SPECIAL 1Bd/2Bath Condo, Whaler #370",20.922629999999998,-156.69538,473.00,2014-07-08,Condominium
20575,Beautiful Building/ Mountain Views in Clean room,21.31311,-157.86199,56.00,2019-02-23,Apartment
20576,Couples  retreat,21.67324,-157.95573000000002,120.00,2019-05-04,House
20577,Maui Retreat in Kihei,20.71536,-156.44397,165.00,2019-04-29,Condominium
20578,New! Princeville at Hanalei Townhouse,22.22381,-159.4795,289.00,2015-01-21,Townhouse
20579,Stylish 2BR Maui Parkshore Condo at Kamaole Beach,20.71365,-156.44502,199.00,2019-05-04,Condominium
20580,Four Bedroom House with Epic Ocean Views,19.37854,-154.96872,270.00,2014-09-02,House
20581,"Modern, clean & beautiful in Maui Banyan",20.715320000000002,-156.44324,300.00,2019-05-04,Condominium
20582,Great  Condo - Across the Street from Best Beaches,20.72561,-156.44728999999998,460.00,2016-09-07,Condominium
20583,Affordable Resort Suite in Kapalua West Maui,20.877860000000002,-156.68221,220.00,2015-02-15,Serviced apartment
20584,Aloha Ku`ilima ~ Sophisticated living on Oahu`s North Shore,21.7022,-157.99611000000002,200.00,2012-10-24,Condominium
20585,Golf Course Front Villa With Private Pool!,19.9436,-155.85596,450.00,2019-05-03,House
20586,Bargain priced studio in paradise with a seaview!,19.41195,-154.92643999999999,37.00,2015-12-11,Tiny house
20587,Hale Manu (birdhouse),21.39072,-157.73765,175.00,2015-01-29,Condominium
20588,Private Guest Cottage - Barefeet Welcome Hale,19.942729999999997,-155.80056000000002,85.00,2019-05-04,Guesthouse
20589,Clean highrise/Mountain Views Waikiki!,21.31302,-157.85934,62.00,2019-02-23,Apartment
20590,Two bedroom unit walking distance from the beach,19.58821,-155.96965,130.00,2014-07-27,Guest suite
20591,"Entire House, walk to UH, near Waikiki, Views",21.30546,-157.82147,169.00,2019-02-23,House
20592,Kalala Hale for 2,19.63705,-155.98246,99.00,2019-04-03,Guest suite
20593,"The Magic North Shore Private Beach House, PCC BYU",21.59757,-157.89728,349.00,2017-08-04,House
20594,#5 Vacation Home for family of 6 in Waikiki,21.27957,-157.82639,120.00,2015-11-06,Apartment
20595,Westin Ka'anapali Villas 2-Bed Ocean View Nov 9-16,20.937620000000003,-156.69063,552.00,2014-11-20,Apartment
20596,YaYa’s Ohana Too,19.67868,-155.97028999999998,80.00,2018-08-23,Apartment
20597,2D - Hawaiian Princess - Hāʻule Hale,21.462670000000003,-158.21156000000002,215.00,2015-06-01,Condominium
20598,Island Style Ocean Views in Waikiki,21.28589,-157.83364,304.00,2018-04-29,Condominium
20599,Oceanfront Ground Floor Condo in Kauai Hawaii,22.06266,-159.31953000000001,199.00,2017-07-06,Condominium
20600,New Listing! Wailea Ekahi 36-E 1Bdr/2bath/2beds,20.6961,-156.44188,399.00,2019-05-05,Condominium
20601,Hale Laulea,19.515610000000002,-155.92426,375.00,2018-05-17,House
20602,Suite Caroline Jr.,21.33316,-158.06383,67.00,2017-01-16,House
20603,Luxury Condo with High Rise View 30 Day Minimum,21.28479,-157.82943999999998,160.00,2019-03-17,Condominium
20604,The Volcano Rainforrest Private Room,19.580370000000002,-155.12944,60.00,2018-03-23,Apartment
20605,Komo Place with Awesome Ocean/Sunset View,19.62259,-155.96672,73.00,2019-01-23,House
20606,Kona Coffee Farm Cottage with 100% Kona Coffee,19.20645,-155.8606,185.00,2019-05-03,Guesthouse
