,name,latitude,longitude,price,hostStart,propType
4504,Kihei Akahi #D401-Studio Across Beautiful Beach,20.71748,-156.44512,126.00,2012-04-16,Condominium
4505,Kihei Akahi #D515-2BR Condo Across Beautiful Beach,20.71712,-156.4448,184.00,2012-04-16,Condominium
4506,Kihei Akahi #C315-1BR Condo Across Beautiful Beach,20.7168,-156.44398999999999,148.00,2012-04-16,Condominium
4507,Kihei Akahi #C408-1BR Condo Across Beautiful Beach,20.71677,-156.44532,148.00,2012-04-16,Condominium
4508,Kihei Akahi #C610-1BR Condo Across Beautiful Beach,20.71711,-156.44263999999998,148.00,2012-04-16,Condominium
4509,Kihei Akahi #D105-1BR Condo Across Beautiful Beach,20.7172,-156.44441,148.00,2012-04-16,Condominium
4510,Kihei Akahi #D107-1BR Condo Across Beautiful Beach,20.71576,-156.44453000000001,148.00,2012-04-16,Condominium
4511,Kihei Akahi #D410-1BR Condo Across Beautiful Beach,20.715429999999998,-156.44509,207.00,2012-04-16,Condominium
4512,Kihei Akahi #D413-1BR Condo Across Beautiful Beach,20.71489,-156.44445,207.00,2012-04-16,Condominium
4513,Kihei Akahi #D507-1BR Condo Across Beautiful Beach,20.7159,-156.44481000000002,207.00,2012-04-16,Condominium
4514,Kihei Akahi #D513-1BR Condo Across Beautiful Beach,20.71588,-156.44438,207.00,2012-04-16,Condominium
4515,Kihei Akahi #D613-1BR Condo Across Beautiful Beach,20.71685,-156.4432,207.00,2012-04-16,Condominium
4516,Kihei Akahi #D216-Studio Across Beautiful Beach!,20.71681,-156.44513,180.00,2012-04-16,Condominium
4517,Kihei Akahi #D416-Studio Across Beautiful Beach,20.71526,-156.44388,180.00,2012-04-16,Condominium
4518,Kihei Akahi #D501-Studio Across Beautiful Beach,20.71686,-156.44384,180.00,2012-04-16,Condominium
4519,Kihei Akahi #DG09-1BR Condo Across Beautiful Beach,20.715139999999998,-156.44299999999998,148.00,2012-04-16,Condominium
4520,Kihei Akahi #C504-1BR Condo Across Beautiful Beach,20.7156,-156.44477,148.00,2012-04-16,Condominium
4521,Kihei Akahi #C211-1BR Condo Across Beautiful Beach,20.71557,-156.44529,148.00,2012-04-16,Condominium
4522,Kihei Akahi #C106-1BR Condo Across Beautiful Beach,20.71659,-156.44466,148.00,2012-04-16,Condominium
4523,Kihei Akahi #C316-1BR Condo Across Beautiful Beach,20.71689,-156.44537,148.00,2012-04-16,Condominium
4524,Kihei Akahi #C409-1BR Condo Across Beautiful Beach,20.71595,-156.44373000000002,148.00,2012-04-16,Condominium
4525,Kihei Akahi#DG08-1BR Condo Across Beautiful Beach,20.71575,-156.44465,148.00,2012-04-16,Condominium
4526,Maui Kamaole 1BR Ocean View Condo #J117!,20.70952,-156.44405,206.00,2012-04-16,Condominium
4527,Maui Kamaole 2BR Ocean View Condo #A215!,20.70864,-156.44215,252.00,2012-04-16,Condominium
4528,Maui Kamaole 2BR Garden View Condo #B202!,20.70797,-156.44428,231.00,2012-04-16,Condominium
4529,Maui Kamaole 2BR Garden View Condo #B203!,20.707729999999998,-156.44402,231.00,2012-04-16,Condominium
4530,Maui Kamaole 2BR Ocean View Condo #C210!,20.70984,-156.44405,252.00,2012-04-16,Condominium
4531,Maui Kamaole 2BR Ocean View Condo #I219 !,20.7097,-156.44292,252.00,2012-04-16,Condominium
4532,Maui Kamaole 2BR Garden View Condo #B207!,20.7098,-156.44387,231.00,2012-04-16,Condominium
4533,Maui Kamaole 2BR Ocean View Front Row Condo #H206,20.70821,-156.44381,231.00,2012-04-16,Condominium
4534,Maui Kamaole 2BR Garden View Condo  #M210!,20.709239999999998,-156.44361,231.00,2012-04-16,Condominium
4535,Maui Kamaole 2BR Garden View Condo #E201!,20.70986,-156.44377,231.00,2012-04-16,Condominium
4536,Maui Kamaole 2BR Ocean View Condo #L203!,20.70988,-156.44363,252.00,2012-04-16,Condominium
4537,Maui Kamaole 2BR Ocean View Condo #J218!,20.70841,-156.44411000000002,252.00,2012-04-16,Condominium
4538,Maui Kamaole 2BR Ocean View Condo #I218!,20.70788,-156.44369,252.00,2012-04-16,Condominium
4539,Mauna Lani Resort- Deluxe Accommodations/Breakfast,19.947589999999998,-155.85371999999998,169.00,2016-03-30,Townhouse
4540,Maui Kamaole 2BR Ocean View Condo #A214!,20.70974,-156.44295,252.00,2012-04-16,Condominium
4541,Maui Kamaole 2BR Ocean View Condo #G214!,20.70954,-156.44425,252.00,2012-04-16,Condominium
4542,Maui Kamaole 2BR Ocean View Condo #I216!,20.709239999999998,-156.44405,252.00,2012-04-16,Condominium
4543,Maui Kamaole 2BR Ocean View Condo #B215!,20.708389999999998,-156.44394,252.00,2012-04-16,Condominium
4544,Maui Kamaole 2BR Garden View Condo #K204!,20.70857,-156.44303,323.00,2012-04-16,Condominium
4545,Maui Kamaole 2BR Ocean View Condo #I210!,20.70799,-156.44221000000002,252.00,2012-04-16,Condominium
4546,Maui Kamaole 2BR Ocean View Condo #B210!,20.7083,-156.4438,252.00,2012-04-16,Condominium
4547,Maui Kamaole 2BR Ocean View Condo #G203!,20.70822,-156.44258,252.00,2012-04-16,Condominium
4548,Maui Kamaole 2BR Garden View Condo #M203!,20.7079,-156.44396,323.00,2012-04-16,Condominium
4549,Maui Kamaole 2BR Garden View Condo #C203!,20.70915,-156.44413,231.00,2012-04-16,Condominium
4550,Maui Kamaole 2BR Garden View Condo #C204!,20.70861,-156.44259,231.00,2012-04-16,Condominium
4551,Maui Kamaole 2BR Garden View Condo #D202!,20.7092,-156.44423999999998,231.00,2012-04-16,Condominium
4552,Maui Kamaole 2BR Garden View Condo #D208!,20.70849,-156.44384,231.00,2012-04-16,Condominium
4553,Maui Kamaole 2BR Garden View Condo #K203!,20.70836,-156.44262,231.00,2012-04-16,Condominium
4554,Maui Kamaole 2BR Garden View Condo #K205!,20.70944,-156.44422,231.00,2012-04-16,Condominium
4555,Maui Kamaole 1BR Garden View Condo #D112!,20.70819,-156.44218999999998,179.00,2012-04-16,Condominium
4556,Maui Kamaole 1BR Garden View Condo #B102!,20.708660000000002,-156.4425,371.00,2012-04-16,Condominium
4557,Maui Kamaole 1BR Garden View Condo #I102!,20.709310000000002,-156.44269,179.00,2012-04-16,Condominium
4558,Maui Kamaole 1BR Ocean View Condo #H108!,20.7092,-156.44285,206.00,2012-04-16,Condominium
4559,Maui Kamaole 1BR Ocean View Condo #L102!,20.70988,-156.44284,179.00,2012-04-16,Condominium
4560,Maui Kamaole 1BR Ocean View Condo #I114!,20.70832,-156.44361,206.00,2012-04-16,Condominium
4561,Maui Kamaole 1BR Garden View Condo #B106!,20.70982,-156.44275,189.00,2012-04-16,Condominium
4562,Maui Kamaole 1BR Ocean View Condo #J118!,20.71001,-156.44385,206.00,2012-04-16,Condominium
4563,Maui Kamaole 1BR Ocean View Front Row Condo #A109!,20.708679999999998,-156.44231000000002,206.00,2012-04-16,Condominium
4564,Maui Kamaole 1BR Garden View Condo #B112!,20.71005,-156.44436000000002,179.00,2012-04-16,Condominium
4565,Maui Kamaole 2BR Garden View Condo #K207!,20.70944,-156.44253999999998,231.00,2012-04-16,Condominium
4566,Maui Kamaole 1BR Garden View Condo #D105!,20.70851,-156.44236,179.00,2012-04-16,Condominium
4567,Maui Kamaole 1BR Garden View Condo #I105!,20.70978,-156.44258,179.00,2012-04-16,Condominium
4568,Maui Kamaole 1BR Garden View Condo #K105!,20.70917,-156.4443,179.00,2012-04-16,Condominium
4569,Maui Kamaole 1BR Garden View Condo #J107!,20.7095,-156.44401000000002,179.00,2012-04-16,Condominium
4570,Maui Kamaole 1BR Garden View Condo #C109!,20.70795,-156.44311000000002,179.00,2012-04-16,Condominium
4571,Maui Kamaole 1BR Garden View Condo #K106!,20.707929999999998,-156.44272,323.00,2012-04-16,Condominium
4572,Maui Kamaole 1BR Garden View Condo #D111!,20.70952,-156.44298,179.00,2012-04-16,Condominium
4573,Maui Kamaole 2BR Ocean View Condo #L201!,20.70789,-156.44278,358.00,2012-04-16,Condominium
4574,Maui Kamaole 1BR Garden View Condo #C102!,20.70853,-156.44214,251.00,2012-04-16,Condominium
4575,Maui Kamaole 1BR Garden View Condo #F106!,20.70935,-156.44276000000002,251.00,2012-04-16,Condominium
4576,Maui Kamaole 1BR Garden View Condo #C103!,20.707720000000002,-156.44299999999998,251.00,2012-04-16,Condominium
4577,Maui Kamaole 1BR Garden View Condo #C101!,20.70958,-156.44235,179.00,2012-04-16,Condominium
4578,Maui Kamaole 1BR Garden View Condo #E103!,20.70785,-156.44304,179.00,2012-04-16,Condominium
4579,Maui Kamaole 1BR Garden View Condo #F101!,20.70854,-156.44415,251.00,2012-04-16,Condominium
4580,Maui Kamaole 1BR Garden View Condo #K110!,20.7099,-156.44246,179.00,2012-04-16,Condominium
4581,Maui Kamaole 1BR Garden View Condo #I108!,20.70822,-156.44453000000001,179.00,2012-04-16,Condominium
4582,Maui Kamaole 1BR Garden View Condo #E102!,20.709329999999998,-156.44385,179.00,2012-04-16,Condominium
4583,Maui Kamaole 1BR Ocean View Front Row Condo #A106!,20.71002,-156.44226,237.00,2012-04-16,Condominium
4584,Maui Kamaole 1BR Garden View Condo #K102!,20.70775,-156.44296,179.00,2012-04-16,Condominium
4585,Maui Kamaole 1BR Garden View Condo #L107!,20.70928,-156.444,179.00,2012-04-16,Condominium
4586,Maui Kamaole 1BR Ocean View Condo #H109!,20.70965,-156.44268,206.00,2012-04-16,Condominium
4587,Maui Kamaole 1BR Ocean View Front Row Condo A101!,20.70824,-156.44438,237.00,2012-04-16,Condominium
4588,Maui Kamaole 1BR Garden View Condo #M101!,20.709979999999998,-156.44221000000002,179.00,2012-04-16,Condominium
4589,Maui Kamaole 1BR Garden View Condo #D101!,20.70782,-156.44361999999998,179.00,2012-04-16,Condominium
4590,Maui Kamaole 2BR Garden View Condo #M207!,20.70976,-156.44245,231.00,2012-04-16,Condominium
4591,KV804A Waikiki 2450 Prince Edward St Honolulu,21.27709,-157.82279,85.00,2012-05-11,House
4592,KV1107A Waikiki 2450 Prince Edward St Honolulu,21.2754,-157.82332,83.00,2012-05-11,House
4593,"Big Island Ohana Retreat- ""Aloha Shirt""",19.55647,-154.96022,44.00,2015-12-12,House
4594,"Big Island Ohana Retreat- ""Flowers Room""",19.55786,-154.9586,44.00,2015-12-12,Cabin
4595,Legal stay - 710A -Bamboo Beauty!! Ocean view!,21.27551,-157.82301999999999,94.00,2015-08-30,Apartment
4596,"""Summer Specials"" Kate's Volcano Cottage",19.44142,-155.2371,130.00,2016-01-14,Guesthouse
4597,"Big I Ohana Retreat-""Slippah's Room""-private bath!",19.5574,-154.9602,56.00,2015-12-12,House
4598,"Legal stay - 603A SPACIOUS, 2 balconies, Clean!",21.27692,-157.82288,84.00,2015-08-30,Condominium
4599,Royal Kahana 220 - Oceanfront 2 BDR/2BA,20.973570000000002,-156.67901,239.00,2013-12-24,Condominium
4600,Cozy Corner at Kapua Gulch Farms,20.234939999999998,-155.81625,125.00,2013-04-23,Farm stay
4601,★Couples Paradise w/ Lanai★ 3 min. walk to beach!,20.7165,-156.44631,95.00,2014-11-02,Condominium
4602,Halewailele  Waikoloa Beach Resort,19.92476,-155.8759,179.00,2014-03-07,Townhouse
4603,Beautiful Turtle Bay Condo,21.7018,-157.99231,158.00,2015-03-21,Condominium
4604,KV1002 Waikiki 2463 Kuhio Ave Honolulu,21.276239999999998,-157.82411000000002,85.00,2012-05-11,Condominium
4605,"Great Location, Beachy, Very Clean, 1 BR Cottage",20.91548,-156.32287,139.00,2015-10-16,Cottage
4606,HALE KIPA 2 VACATION RENTAL,20.03697,-155.62344,80.00,2016-03-31,Apartment
4607,Banyan Harbor,21.95779,-159.35406,159.00,2016-03-31,Serviced apartment
4608,Waikiki Resort Condo,21.27528,-157.82033,129.00,2015-08-28,Condominium
4609,Ocean Front Condo,20.7926,-156.50999,165.00,2016-02-18,Apartment
4610,Maui condo.  Walk to beach/restaurants/shops,20.747020000000003,-156.45703,139.00,2015-12-21,Condominium
4611,Tropical By the Beach,19.61226,-155.9782,90.00,2012-11-21,House
4612,Waikoloa Colony Villas 1102  Hilton Pool Pass 2019,19.925729999999998,-155.87826,269.00,2015-08-18,Condominium
4613,Spacious Waikiki Studio on 20th floor!,21.28567,-157.83078,159.00,2014-01-20,Aparthotel
4614,Poipu Kapili Unit 6,21.87765,-159.46629,477.00,2016-01-06,Condominium
4615,Kukuiula Vacation Home #8,21.88397,-159.47462,"1,292.00",2016-01-06,House
4616,4736 Lawai Road (Lani Kai Cottage),21.88404,-159.48245,951.00,2016-01-06,House
4617,4730 Lawai Road (Spouting Horn Cottage),21.88375,-159.48256,"1,262.00",2016-01-06,House
4618,Oceanfront Bali Hut 1 ac Oceanview Hawaii Paradise,19.36283,-154.96258,75.00,2014-07-17,Cottage
4619,Sweeping Ocean Views & Secluded Beach! KSun E4,20.98386,-156.67202,269.00,2014-05-21,Condominium
4620,King Studio with Futon Sofa Bed - Sleeps 3,21.28555,-157.83059,169.00,2014-01-20,Aparthotel
4621,Maui condo beautiful ocean view!!,20.96927,-156.68008999999998,603.00,2016-02-01,Condominium
4622,Our Maui Dream!,20.7646,-156.45727,124.00,2016-04-02,Condominium
4623,Pupukea Surfers Cottage!,21.64315,-158.04745,60.00,2015-06-05,Cabin
4624,Listen to the Ocean,20.79277,-156.50955,195.00,2016-02-18,Apartment
4625,"Quiet, peaceful condo on Maui, five min to beach",20.70903,-156.44257,335.00,2016-04-03,Resort
4626,Mauna Lani Fairways View of Golf Beach Club Access,19.94755,-155.85573,225.00,2013-10-03,Townhouse
4627,AS1205 Waikiki 444 Kanekapolei St Honolulu,21.278370000000002,-157.82338000000001,104.00,2012-05-11,Hotel
4628,Westin Kaanapali KORVS 2BR,20.93646,-156.69236,595.00,2015-06-18,Serviced apartment
4629,Gorgeous Tropical Kihei Resort!,20.763920000000002,-156.45789,124.00,,Condominium
4630,Paradise Palms,19.59881,-154.95051999999998,118.00,2016-04-04,House
4631,Pili Mai 10K: Top Floor Condo With Pool Access,21.88474,-159.45938999999998,429.00,2015-08-26,Condominium
4632,Waikiki's Best Location/Value! Marine Surf! (MS8),21.2814,-157.82759,79.00,2015-08-27,Condominium
4633,Hale Hapu'u - Gateway to the Volcano,19.493129999999997,-155.16776000000002,90.00,2013-11-22,Cabin
4634,Modern Luxury-Family Friendly Condo,20.71322,-156.44365,250.00,2012-02-11,Condominium
4635,Westin Kaanapali KORVN 2BR,20.937920000000002,-156.6917,595.00,2015-06-18,Serviced apartment
4636,Westin Kaanapali KORVN 2BR OCEAN VIEW,20.93763,-156.69077,745.00,2015-06-18,Serviced apartment
4637,Located at Gates Beach,19.605179999999997,-155.97458,135.00,2015-12-10,Apartment
4638,Waikiki Sunset condo/parking/wifi included!,21.27486,-157.81989,119.00,2012-07-06,Condominium
4639,Beachfront in sunny Kona - Kona Sunshine,19.60543,-155.97589,330.00,2011-06-08,House
4640,"Beautiful Poipu Kai Home, Close to Poipu Beach Park & Grand Hyatt Kauai",21.875020000000003,-159.44573,544.00,2014-03-28,House
4641,Westin Kaanapali KORVN Studio Ocean View,20.93617,-156.6903,398.00,2015-06-18,Serviced apartment
4642,Westin Kaanapali KORVN 1BR OCEAN VIEW,20.93986,-156.68958,429.00,2015-06-18,Serviced apartment
4643,Oceanfront Condo in Waikiki,21.28346,-157.83981,215.00,2016-04-04,Condominium
4644,"Hale a kala ""House of the rising sun""  3 bd/2 bth",21.39171,-157.73172,175.00,2016-02-12,House
4645,Hawi Garden Cottage- Your cozy Retreat,20.22314,-155.83083,100.00,2016-03-21,Cottage
4646,Beautiful Ocean Views at Papakea! G301,20.95146,-156.6895,115.00,2014-05-21,Condominium
4647,BB809 Waikiki 2425 Kuhio Ave Honolulu,21.27664,-157.82335,99.00,2014-02-18,Apartment
4648,Amazing Sunsets~Oceanfront Kaanapali Beach 20% Off,20.94859,-156.69081,296.00,2016-04-05,Condominium
4649,"Legal stay - 602A QUIET, 30sec walk to BEACH!:)",21.27488,-157.8227,84.00,2015-08-30,Condominium
4650,Recently Remodeled Shores at Waikoloa With View,19.924770000000002,-155.88498,190.00,2014-02-06,Apartment
4651,Enjoy views and sounds of the ocean from lanai!,22.011870000000002,-159.33809,205.00,2016-04-05,Condominium
4652,Amazing Beachfront 4 bedroom home. Special rates.,22.21931,-159.54549,549.00,2014-08-09,House
4653,Hale Malalao iho Mahina  4bd/2.5bth,21.3926,-157.73235,200.00,2016-02-12,Villa
4654,"Hale Hoku-5/3 with pool, walk to beach",21.392310000000002,-157.73066,600.00,2016-02-12,House
4655,Ocean Front Private Home,19.60872,-155.97779,299.00,2015-07-20,House
4656,Charming & Efficient Manoa Studio,21.319860000000002,-157.81003,80.00,2015-12-25,Guest suite
4657,Studio at Waiakea Villas,19.71435,-155.07381,74.00,2013-09-19,Condominium
4658,Ka'anapali Beach Club 1BR Ocean View,20.948220000000003,-156.69042,399.00,2015-06-18,Serviced apartment
4659,Ka'anapali Beach Club 1BR Scenic View,20.94823,-156.69125,349.00,2015-06-18,Serviced apartment
4660,Waikiki Condo | Comes With Jeep & Free Island Tour,21.276629999999997,-157.82353,120.00,2016-02-08,Apartment
4661,Tropical beach get away...See Special offer below!,21.88185,-159.46614,199.00,2016-04-05,Townhouse
4662,"COMFORTABLE, COOL TOWNHOME FOR 2019 KONA IRONMAN",19.63574,-155.97988,135.00,2015-03-09,Townhouse
4663,2Br/2Ba/1Prk Waikiki Ocean View APT,21.28642,-157.83866,210.00,2014-09-24,Condominium
4664,Makaha Sunset Retreat,21.4794,-158.22239,150.00,2016-04-06,Apartment
4665,Lahaina beautiful studio sleeps 3,20.970470000000002,-156.6786,141.00,2011-11-07,Apartment
4666,Lahaina beachfront sleeps 4,20.97089,-156.68012,172.00,2011-11-07,Apartment
4667,Lahaina Maui beachfront sleeps 6,20.97168,-156.68015,198.00,2011-11-07,Apartment
4668,Waikoloa Beach Villa A1. Includes Waikoloa Golf Membership!,19.91645,-155.8782,289.00,2015-08-18,Condominium
4669,Turtle Bay Beachfront Villa #211,21.70486,-157.99658,899.00,2016-04-06,Apartment
4670,Private cottage with hot-tub permit,20.91841,-156.3307,275.00,2015-08-04,House
4671,Romantic garden cottage with hottub,20.779329999999998,-156.30868999999998,295.00,2015-08-04,House
4672,WAIKIKI OCEAN view w/ private Lanai,21.277739999999998,-157.82505,124.00,2016-04-07,Aparthotel
4673,"Surrounded by nature, private pool",20.925420000000003,-156.26109,545.00,2015-08-04,House
4674,"Walk to Napili Bay, Beautiful Private Condo",20.98865,-156.66611,145.00,2016-04-07,Condominium
4675,Hibiscus Hideaway in Kihei,20.76124,-156.45205,160.00,2016-04-08,Bungalow
4676,Near Beach Kit Pool WiFi Pkg View Avail Nov 30,21.26566,-157.81565,107.00,2015-11-05,Condominium
4677,Sweet Retreat GE (Phone number hidden by Airbnb),19.56036,-154.89496,125.00,2016-04-08,House
4678,Papakea A307,20.95041,-156.69006000000002,210.00,2015-08-17,Condominium
4679,Papakea J103,20.95119,-156.68792,256.00,2015-08-17,Condominium
4680,Papakea A309,20.95115,-156.68867,273.00,2015-08-17,Condominium
4681,Papakea G206,20.95017,-156.68819,255.00,2015-08-17,Condominium
4682,"Pohailani Maui, Mauka Side",20.97474,-156.67802,160.00,2016-04-08,Condominium
4683,"Quick walk to Baby Beach, gorgeous remodeled home!",20.90981,-156.40533,500.00,2015-08-04,House
4684,LUXURY BEACHFRONT 1928+tax minimum 30 days rental,21.46365,-158.21243,128.00,2016-04-08,Condominium
4685,Waikiki Oceanfront Condo 2 Minutes to the Beach,21.28643,-157.83983,179.00,2015-02-08,Apartment
4686,A1 Tradewinds Ranch House (2 story),21.59125,-157.90285,350.00,2013-12-03,Farm stay
4687,BEAUTIFUL Eastside Hale 5 min BEACH,22.09688,-159.33258,99.00,2015-11-13,House
4688,"Kihei Kai Nani 123 , Ground floor corner unit",20.71725,-156.44621,125.00,2016-04-08,Condominium
4689,Tropical Canopy Guest Studio in Hawaii,19.40823,-154.9227,64.00,2014-11-23,Loft
4690,ICONIC ILIKAI-OCEAN & LAGOON VIEW- WAIKIKI,21.28303,-157.8376,150.00,2016-04-09,Apartment
4691,Maui Luxury Vacation Rental Home BBPH (Phone number hidden by Airbnb),20.87125,-156.30316000000002,499.00,2016-04-09,House
4692,beautiful resort location by beach,21.34352,-158.12179,272.00,2016-04-09,Townhouse
4693,Super Cute & Amazing Value! Sleeps 3,21.27311,-157.82138999999998,112.00,2015-09-09,Condominium
4694,Kona 2BR/2BA White Sands Beach Pool/WIFI/AC/Hotub,19.595579999999998,-155.96858999999998,160.00,2015-09-01,Condominium
4695,Westin Kaanapali KORVN Studio  v2,20.93814,-156.69205,384.00,2015-06-18,Serviced apartment
4696,Waikiki Studio on 20th Floor,21.28564,-157.8309,159.00,2014-01-20,Aparthotel
4697,Westin Ka'anapali Maui 2bdr/2bth Ocean View Villa,20.93618,-156.69175,535.00,2015-07-22,Boutique hotel
4698,"NEW LISTING! Beautiful condo w/shared pool, hot tub - private lanai & water view",21.280079999999998,-157.82645,142.00,2015-08-01,Apartment
4699,Westin-OCEAN FRONT 1BDRM Avail 7/13-7/20/2019,20.936729999999997,-156.69086000000001,349.00,2016-02-15,Villa
4700,Top Floor Ocean View Condo,20.75981,-156.45876,262.00,2013-04-05,Apartment
4701,MAUI! KIHEI NICE RESORT 3 BEDROOM!!,20.72407,-156.44698,699.00,2014-02-08,Condominium
4702,"Tropical Tree Homestead near Pahoa, Hawaii",19.40801,-154.9224,344.00,2014-11-23,House
4703,Poipu Shores 302B 3BR Oceanfront Heated pool with Air Conditioning,21.87114,-159.44881999999998,395.00,2015-07-23,Condominium
4704,Polo Beach Club 2br Ocean Front Prime Condo 204,20.674889999999998,-156.44318,595.00,2013-03-13,Condominium
4705,"Kamaole Sands, Kihei, Maui",20.713379999999997,-156.44507,189.00,2014-12-05,Condominium
4706,Diamond Head View Deluxe Studio,21.28643,-157.83428999999998,98.00,2015-08-09,Condominium
4707,"Last min deal!  Private Pool, AC, walk to beaches",21.87254,-159.44503999999998,485.00,2016-04-11,House
4708,Ocean View Condo,22.054000000000002,-159.32871,115.00,2016-04-10,Condominium
4709,"Beautiful Apt, Tropical Resort, Steps to the Beach",20.76438,-156.45649,174.00,2015-01-06,Condominium
4710,Spacious open beam bedroom,21.60816,-157.91156999999998,80.00,2016-03-08,Guest suite
4711,Ocean View!  Quiet location near pool !,20.92747,-156.69019,174.00,2012-01-19,Apartment
4712,Oceanfront in Central Kihei 2 bed/2 bath +3rd loft,20.73037,-156.45151,155.00,2016-03-26,Condominium
4713,Marriott Maui OC MML 2BR 3BA,20.91405,-156.69435,749.00,2015-06-18,Serviced apartment
4714,Pohailani 128,20.97309,-156.67843,142.00,2015-08-17,Condominium
4715,Ocean Sunset View Ilikai 404,21.2834,-157.83876999999998,273.00,2014-12-10,Condominium
4716,Surfer's Paradise!  Waikiki Studio,21.2732,-157.82282,118.00,2016-04-13,Apartment
4717,101 Punahoa Studio - Ocean Front,20.72749,-156.44874,191.00,2016-04-05,Apartment
4718,201 Punahoa 1 Bd Condo - Oceanfront,20.72726,-156.45016999999999,260.00,2016-04-05,Apartment
4719,204 Punahoa Studio - Oceanfront with A/C,20.72636,-156.44862,191.00,2016-04-05,Apartment
4720,205 Punahoa 2 Bed Condo- Oceanfront,20.7264,-156.44863999999998,311.00,2016-04-05,Apartment
4721,302 Punahoa 1 Bed Condo- Oceanfront,20.72586,-156.45002,260.00,2016-04-05,Apartment
4722,303 Punahoa 1 Bed Condo- Oceanfront,20.72544,-156.4494,260.00,2016-04-05,Apartment
4723,304 Punahoa Studio - Oceanfront,20.72714,-156.44904,191.00,2016-04-05,Apartment
4724,305 Punahoa 2 Bed Condo- Oceanfront,20.72777,-156.44914,311.00,2016-04-05,Apartment
4725,402 Punahoa Penthouse - Oceanfront with A/C,20.72607,-156.44877,288.00,2016-04-05,Apartment
4726,Affordable Ocean View in Paradise,21.48382,-158.20257,98.00,2016-04-13,Condominium
4727,Waikoloa Beach Villas F4.  Hilton Pool Pass 2019,19.91701,-155.88002,299.00,2015-08-18,Condominium
4728,Pa`ani at Princeville,22.22158,-159.4701,215.00,2015-10-06,Condominium
4729,Tropical one bedroom getaway,21.67807,-158.03265,120.00,2014-08-01,Guest suite
4730,Keauhou Hale at Volcano,19.44148,-155.26935,125.00,2016-04-14,House
4731,Amazing Family Vacation Ocean & Sunset Views! H303,20.92297,-156.69175,269.00,2014-05-21,Condominium
4732,Islander On The Beach.,22.05336,-159.32717,119.00,2016-04-10,Condominium
4733,Plumeria cute studio-steps to beach,21.273039999999998,-157.82063,101.00,2016-01-09,Condominium
4734,Spectacular House (Last-minute Special!),19.43666,-155.18777,95.00,2011-05-19,House
4735,Big Island Cottages #1,19.05834,-155.6011,82.00,2016-04-15,Cottage
4736,"Mahua Place, 5 B, 3 B Ocean Views, Pool",19.61174,-155.96752,"1,145.00",2014-07-20,House
4737,Tropical Luxury –  Oceanfront Pool!!,19.62099,-155.98522,120.00,2015-12-17,Condominium
4738,"민박 1 BR by UH-Hilo, local park, gas, & mart nearby",19.68291,-155.08398,50.00,2016-04-02,Guest suite
4739,Lala Land,22.2275,-159.47478999999998,265.00,2016-01-03,Condominium
4740,Beautiful South Maui Vacation Condo,20.7164,-156.4446,129.00,2013-05-04,Condominium
4741,Tropical Escape in Pahoa,19.50086,-154.9037,55.00,2016-04-16,Loft
4742,Spacious~Convenient~2 Master bedrooms & Baths,21.28896,-157.81078,79.00,2012-10-18,Apartment
4743,perfect Kauai retreat,22.2167,-159.47444,160.00,2015-07-09,Townhouse
4744,OCEAN VIEW in the HEART OF KONA,19.64249,-155.99206999999998,99.00,2013-01-11,Apartment
4745,Newly built AMAZING ocean view home,19.946479999999998,-155.1798,119.00,2016-04-17,House
4746,"Cute Studio Close to Beach, WIFI, Only 79!!",21.27198,-157.82131,99.00,2015-08-09,Apartment
4747,★Panoramic OCEAN VIEW Junior Suite + FREE Parking,21.28464,-157.83807,188.00,2015-08-01,Condominium
4748,"WOW -Largest 2bd/2ba -5* Views Book Now, incl tax",20.92841,-156.69043,470.00,2015-11-18,Condominium
4749,Ilima cute studio. Steps to beach.,21.2733,-157.82058999999998,71.00,2016-01-09,Condominium
4750,庄园   RoJo Coffee Farm,19.41747,-155.87946000000002,250.00,2016-04-17,Farm stay
4751,Kona Bali Kai Oceanfront Unit 308,19.6065,-155.97623000000002,220.00,2016-04-17,Condominium
4752,Private Maui Guest Cottage,20.69524,-156.42137,157.00,2016-04-17,Guesthouse
4753,Great deal in Waikiki!,21.276239999999998,-157.82255,50.00,2016-04-17,Apartment
4754,HALE PUNALANI,19.49121,-154.90663,55.00,2016-04-18,House
4755,ICONIC ILIKAI-OCEAN & MARINA VIEW-WAIKIKI,21.28531,-157.83812,160.00,2016-04-09,Condominium
4756,"Shangri'La by the Sea, Kapoho Beach",19.50157,-154.81946000000002,650.00,2016-04-17,Villa
4757,SS75 Waikiki 2450 Koa Ave Honolulu,21.2764,-157.82443,89.00,2012-05-11,House
4758,G22 Waikoloa Beach Villas,19.91672,-155.8797,169.00,2015-08-18,Condominium
4759,Deluxe Ocean View Ground Floor 3/2 Condo,19.931160000000002,-155.88322,435.00,2016-04-18,Condominium
4760,Breezy Top Floor Unit With Stunning Ocean Views,21.18562,-157.24501,97.00,2016-04-18,Condominium
4761,ICONIC ILIKAI WAIKIKI,21.284670000000002,-157.83747,148.00,2016-04-09,Condominium
4762,Royal Hawaii Beachfront Luxury 314,21.58982,-157.88997,145.00,2016-04-19,Apartment
4763,Waikiki Banyan Partial Oceanview One Bedroom Condo,21.275560000000002,-157.82246,199.00,2012-01-11,Condominium
4764,Top of Honolulu 1,21.31004,-157.82717,300.00,2016-04-19,House
